TEAM,Y!,ESPN,CBS,FIRST_NAME,LAST_NAME,GP,MPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,PPG,OREB,DREB,TREB,AST,TO,AST/TO,STL,BLK,PF,DD,TD,TOTMIN,TOTFGM,TOTFGA,FG%,TOT3PM,TOT3PA,3P%,TOTFTM,TOTFTA,FT%,TOTPTS,TOTOR,TOTDR,TOTREB,TOTAST,TOTTO,TOTSTL,TOTBLK,TOTPF,Comments,Name
OKC,SF,SF,SF,Kevin,Durant,76,38.5,9.6,19.6,49.00%,2.16,5.6,0.385,6.65,7.6,87.50%,28,0.5,7.2,7.7,3.5,3.6,0.97,1.3,1.1,2,22,1,2926,729.9,1489.6,49.00%,163.86,425.6,0.385,505.4,577.6,87.50%,2129.06,38,547.2,585.2,266,273.6,98.8,83.6,152,,Kevin Durant
MIA,SF/PF,SF,SF,LeBron,James,75,36,9.79,18.8,53.50%,1,2.4,0.375,6.24,8.1,77.00%,26.8,1.5,6.5,8,6.5,3.2,2.03,1.8,0.8,1.6,30,2,2700,734.25,1410,53.50%,75,180,0.375,467.78,607.5,77.00%,2011.28,112.5,487.5,600,487.5,240,135,60,120,,LeBron James
MIN,PF/C,PF/C,PF,Kevin,Love,67,38,8.51,19,44.80%,1.97,5.2,0.378,6.64,8.1,82.00%,25.6,4,9,13,2.2,2.2,1,0.8,0.4,2.7,62,0,2546,570.3,1273,45.00%,131.7,348.4,0.38,445.01,542.7,82.00%,1717.32,268,603,871,147.4,147.4,53.6,26.8,180.9,,Kevin Love
NYK,SF/PF,SF,SF,Carmelo,Anthony,75,36,8.95,19.8,45.20%,1.34,4,0.335,5.74,7,82.00%,25,1.8,4.8,6.6,3.4,2.8,1.21,1.2,0.4,2.8,12,1,2700,671.22,1485,45.20%,100.5,300,0.335,430.5,525,82.00%,1873.44,135,360,495,255,210,90,30,210,,Carmelo Anthony
LAL,SG,SG,SG,Kobe,Bryant,74,36,8.92,19.4,46.00%,1.5,4.4,0.34,5.46,6.5,84.00%,24.8,1.1,4.1,5.2,4,2.8,1.43,1.25,0.15,2,3,0,2664,660.38,1435.6,46.00%,110.7,325.6,0.34,404.04,481,84.00%,1835.5,81.4,303.4,384.8,296,207.2,92.5,11.1,148,ROTO/ B-CARE,Kobe Bryant
OKC,PG,PG,PG,Russell,Westbrook,78,35.5,8.97,19.3,46.50%,1.14,3.3,0.345,5.34,6.4,83.50%,24.4,1.5,3.1,4.6,5.6,3.3,1.7,1.7,0.3,2.2,10,1,2769,700.01,1505.4,46.50%,88.803,257.4,0.345,416.83,499.2,83.50%,1905.66,117,241.8,358.8,436.8,257.4,132.6,23.4,171.6,,Russell Westbrook
LAC,PF/C,PF,PF,Blake,Griffin,74,36,8.77,15.8,55.50%,0,0.2,0.3,4.24,7,60.50%,21.8,3.2,7.8,11,3.4,2.2,1.55,0.95,0.85,3.3,50,0,2664,648.91,1169.2,55.00%,0,14.8,0.3,313.39,518,60.00%,1611.2,236.8,577.2,814,251.6,162.8,70.3,62.9,244.2,H2H,Blake Griffin
CHI,PG,PG,PG,Derrick,Rose,32,34,7.57,17.2,44.00%,1.43,4.2,0.34,5.04,6,84.00%,21.6,0.7,2.7,3.4,7.4,2.9,2.55,0.9,0.5,1.3,5,0,1088,242.18,550.4,44.00%,45.696,134.4,0.34,161.28,192,84.00%,691.33,22.4,86.4,108.8,236.8,92.8,28.8,16,41.6,AVOID,Derrick Rose
NOR,SG,SG,SG,Eric,Gordon,68,36,7.13,16.2,44.00%,2.02,5.6,0.36,5.15,6.6,78.00%,21.4,0.5,2.5,3,4.4,2.8,1.57,1.3,0.3,2.3,5,0,2448,484.7,1101.6,44.00%,137.09,380.8,0.36,350.06,448.8,78.00%,1456.56,34,170,204,299.2,190.4,88.4,20.4,156.4,BBB,Eric Gordon
MIA,PG/SG,SG,SG,Dwyane,Wade,73,32,8.1,16.2,50.00%,0.28,1,0.285,4.7,6.1,77.00%,21.2,1.4,3.4,4.8,4.4,2.6,1.69,1.65,1.25,2.2,6,0,2336,591.3,1182.6,50.00%,20.805,73,0.285,342.88,445.3,77.00%,1546.29,102.2,248.2,350.4,321.2,189.8,120.45,91.25,160.6,B-CARE,Dwyane Wade
POR,PF/C,PF/C,PF,LaMarcus,Aldridge,76,36,8.53,16.8,50.80%,0.1,0.4,0.24,4,5,80.00%,21.2,2.7,5.9,8.6,2.6,1.8,1.44,0.9,0.9,2.8,22,0,2736,648.61,1276.8,51.50%,7.296,30.4,0.24,304,380,80.00%,1608.52,205.2,448.4,653.6,197.6,136.8,68.4,68.4,212.8,ROTO,LaMarcus Aldridge
DAL,PF,PF,PF,Dirk,Nowitzki,66,33,7.192,15.5,46.40%,1.4,3.6,0.388,4.795,5.4,88.80%,20.6,0.8,6.2,7,2.3,1.7,1.353,0.5,0.65,2.2,10,0,2178,474.67,1023,46.80%,92.189,237.6,0.388,316.48,356.4,89.80%,1358.02,52.8,409.2,462,151.8,112.2,33,42.9,145.2,ROTO,Dirk Nowitzki
LAL,C,C,C,Dwight,Howard,76,36,7.5,12.3,61.00%,0,0,0,5.22,9.5,55.00%,20.2,3.6,9.4,13,1.8,2.8,0.64,1.25,2.35,3.3,65,0,2736,570.23,934.8,60.00%,0,0,0,397.1,722,55.00%,1537.56,273.6,714.4,988,136.8,212.8,95,178.6,250.8,H2H,Dwight Howard
LAC,PG,PG,PG,Chris,Paul,75,36,7.2,15,48.00%,1.44,3.8,0.38,4.39,5.1,86.00%,20.2,0.7,2.7,3.4,9.6,2.2,4.36,2.5,0.1,2.3,30,0,2700,540,1125,48.00%,108.3,285,0.38,328.95,382.5,86.00%,1517.25,52.5,202.5,255,720,165,187.5,7.5,172.5,,Chris Paul
SAC,PF/C,PF/C,C,DeMarcus,Cousins,76,33,7.8,16.6,47.00%,0,0.1,0.25,4.6,6.3,73.00%,20.2,4.2,7,11.2,2.2,3,0.73,1.6,1.25,3.8,44,0,2508,592.95,1261.6,47.00%,0,7.6,0.25,349.52,478.8,73.00%,1535.43,319.2,532,851.2,167.2,228,121.6,95,288.8,SUPER,DeMarcus Cousins
CLE,PG,PG,PG,Kyrie,Irving,73,35,7.22,15.7,46.00%,1.8,4.5,0.4,3.78,4.3,88.00%,20,0.9,3.1,4,6.8,3.3,2.06,1.35,0.35,2.4,10,0,2555,527.21,1146.1,46.00%,131.4,328.5,0.4,276.23,313.9,88.00%,1462.04,65.7,226.3,292,496.4,240.9,98.55,25.55,175.2,SUPER/ ROTO,Kyrie Irving
BRK,PG,PG,PG,Deron,Williams,74,37,6.7,14.4,46.50%,1.75,4.8,0.365,4.81,5.8,83.00%,20,0.4,3.2,3.6,10.4,3.5,2.97,1.2,0.25,2.7,38,1,2738,495.5,1065.6,46.50%,129.65,355.2,0.365,356.24,429.2,83.00%,1476.89,29.6,236.8,266.4,769.6,259,88.8,18.5,199.8,,Deron Williams
MIL,PG,PG,PG,Brandon,Jennings,75,35,7.4,17.2,43.00%,2.03,5.8,0.35,3,3.7,81.00%,19.8,0.7,2.5,3.2,5.6,2.3,2.43,1.6,0.3,2.6,5,0,2625,554.7,1290,43.00%,152.25,435,0.35,224.78,277.5,81.00%,1486.42,52.5,187.5,240,420,172.5,120,22.5,195,H2H,Brandon Jennings
PHI,C,C,C,Andrew,Bynum,70,34,7.78,14.2,54.80%,0,0,0,4.06,5.8,70.00%,19.6,3.1,8.5,11.6,1.8,2.8,0.64,0.4,2,1.8,46,0,2380,544.71,994,55.00%,0,0,0,284.2,406,71.00%,1373.62,217,595,812,126,196,28,140,126,B-CARE,Andrew Bynum
ATL,SF/PF,SF/PF,PF,Josh,Smith,76,35,7.95,16.3,48.80%,0.28,1,0.28,3.26,4.9,66.60%,19.5,2.2,7.2,9.4,3.8,2.6,1.46,1.4,1.7,2.8,30,1,2660,604.53,1238.8,48.80%,21.28,76,0.28,248.02,372.4,66.60%,1478.37,167.2,547.2,714.4,288.8,197.6,106.4,129.2,212.8,H2H,Josh Smith
NYK,PF/C,PF/C,PF,Amare,Stoudemire,68,33,7.37,14.6,50.50%,0.09,0.3,0.295,4.57,5.9,77.50%,19.4,2.4,5.2,7.6,1.4,2.6,0.54,0.8,1.1,3,28,0,2244,501.36,992.8,50.50%,6.018,20.4,0.295,310.93,401.2,77.50%,1319.68,163.2,353.6,516.8,95.2,176.8,54.4,74.8,204,BBB/ ROTO,Amare Stoudemire
MIL,PG/SG,PG/SG,SG,Monta,Ellis,75,36,7.47,16.6,45.00%,0.91,2.6,0.35,3.56,4.5,79.00%,19.4,0.3,3.1,3.4,6.3,2.7,2.33,1.7,0.3,2.4,7,0,2700,560.25,1245,45.00%,68.25,195,0.35,266.62,337.5,79.00%,1455.38,22.5,232.5,255,472.5,202.5,127.5,22.5,180,,Monta Ellis
UTA,PF/C,PF/C,C,Al,Jefferson,76,33,8.4,16.8,50.00%,0,0,0,2.56,3.3,77.50%,19.4,2,7.2,9.2,2.4,1.2,2,0.8,1.8,2.6,34,0,2508,638.4,1276.8,50.00%,0,0,0,194.37,250.8,77.50%,1471.17,152,547.2,699.2,182.4,91.2,60.8,136.8,197.6,,Al Jefferson
TOR,PF/C,PF/C,PF,Andrea,Bargnani,71,34,6.97,15.7,44.40%,1.22,3.4,0.36,3.85,4.7,82.00%,19,0.9,4.3,5.2,1.8,2.2,0.82,0.5,0.7,2.3,3,0,2414,494.93,1114.7,45.00%,86.904,241.4,0.36,273.63,333.7,82.00%,1350.39,63.9,305.3,369.2,127.8,156.2,35.5,49.7,163.3,ROTO,Andrea Bargnani
MEM,SF/PF,SF,SF,Rudy,Gay,74,37,7.176,15.6,46.00%,0.97,2.7,0.36,3.16,4,79.00%,18.5,1.7,4.3,6,2.2,2.4,0.916666667,1.6,0.8,2.4,7,0,2738,531.02,1154.4,46.00%,71.928,199.8,0.36,233.84,296,79.00%,1367.82,125.8,318.2,444,162.8,177.6,118.4,59.2,177.6,ROTO,Rudy Gay
BRK,C,C,C,Brook,Lopez,75,35,7.04,13.8,51.00%,0,0,0,4.29,5.5,78.00%,18.4,2.5,4.7,7.2,2,2,1,0.5,1.6,2.8,14,0,2625,527.85,1035,50.50%,0,0,0,321.75,412.5,78.00%,1377.45,187.5,352.5,540,150,150,37.5,120,210,BBB/ ROTO,Brook Lopez
SAC,SG,SG,SG,Marcus,Thornton,74,33,6.78,15.4,44.00%,2.15,6,0.358,2.54,3,84.80%,18.2,1.5,2.1,3.6,1.8,1.4,1.29,1.3,0.2,2.2,0,0,2442,501.42,1139.6,44.40%,158.95,444,0.356,188.26,222,84.80%,1350.06,111,155.4,266.4,133.2,103.6,96.2,14.8,162.8,ROTO,Marcus Thornton
IND,SF/PF,SF,SF,Danny,Granger,73,32,6.2,14.6,42.50%,2,5.2,0.385,3.83,4.4,87.00%,18.2,1.1,4.1,5.2,1.8,1.8,1,1.05,0.55,2.5,0,0,2336,452.96,1065.8,43.00%,146.15,379.6,0.39,279.44,321.2,87.00%,1331.52,80.3,299.3,379.6,131.4,131.4,76.65,40.15,182.5,H2H,Danny Granger
MIA,PF/C,PF/C,PF,Chris,Bosh,75,35,6.93,14,49.50%,0.13,0.4,0.33,4.02,4.9,82.00%,18,1.9,6.7,8.6,1.8,2,0.9,0.9,0.9,2.2,18,0,2625,519.75,1050,49.50%,9.9,30,0.33,301.35,367.5,82.00%,1350.75,142.5,502.5,645,135,150,67.5,67.5,165,ROTO,Chris Bosh
SAS,PG,PG,PG,Tony,Parker,75,32,7.08,14.3,49.50%,0.28,1,0.28,3.56,4.5,79.00%,18,0.4,2.6,3,7.2,2.5,2.88,1.05,0.1,1.4,16,0,2400,530.89,1072.5,49.50%,21,75,0.28,266.62,337.5,79.00%,1349.4,30,195,225,540,187.5,78.75,7.5,105,,Tony Parker
HOU,SG,SG,SG,Kevin,Martin,74,31,5.72,13.3,43.00%,2.05,5.7,0.36,4.49,5.1,88.00%,18,0.4,2.4,2.8,2.2,1.7,1.29,0.85,0.05,1.8,0,0,2294,423.21,984.2,42.00%,151.85,421.8,0.35,332.11,377.4,88.00%,1330.37,29.6,177.6,207.2,162.8,125.8,62.9,3.7,133.2,ROTO/ B-CARE,Kevin Martin
BRK,SG/SF,SG/SF,SG,Joe,Johnson,75,34,6.62,14.4,46.00%,2.08,5.2,0.4,2.49,3,83.00%,17.8,0.8,2.8,3.6,3.4,2,1.7,0.8,0.2,1.6,0,0,2550,496.8,1080,46.00%,156,390,0.4,186.75,225,83.00%,1336.35,60,210,270,255,150,60,15,120,B-CARE,Joe Johnson
OKC,SG/SF,SG,SG,James,Harden,76,32.5,5.38,11.2,48.00%,1.95,5,0.39,5.07,6,84.50%,17.8,0.6,3.4,4,4,2.3,1.74,1.1,0.3,2.5,2,0,2470,408.58,851.2,48.50%,148.2,380,0.395,385.32,456,84.50%,1350.67,45.6,258.4,304,304,174.8,83.6,22.8,190,ROTO/ B-CARE,James Harden
BOS,SF,SF,SF,Paul,Pierce,74,31,5.98,13.3,45.00%,1.55,4.2,0.37,4.2,5,84.00%,17.7,0.4,4.4,4.8,3.6,2.3,1.57,1,0.35,2.5,4,0,2294,442.89,984.2,45.00%,115,310.8,0.37,310.8,370,84.00%,1311.58,29.6,325.6,355.2,266.4,170.2,74,25.9,185,ROTO/ B-CARE,Paul Pierce
DET,C,C,C,Greg,Monroe,76,34,7.08,13.4,52.80%,0,0,0,3.36,4.6,73.00%,17.5,3.9,6.3,10.2,2.6,2.6,1,1.4,0.7,2.6,38,0,2584,537.72,1018.4,52.80%,0,0,0,255.21,349.6,73.00%,1330.64,296.4,478.8,775.2,197.6,197.6,106.4,53.2,197.6,,Greg Monroe
DET,PG/SG,PG/SG,SG,Rodney,Stuckey,74,34,5.59,13,43.00%,0.96,3,0.32,5.04,6,84.00%,17.2,0.9,2.5,3.4,4.2,2.3,1.83,1.1,0.1,2.6,3,0,2516,413.66,962,42.80%,71.04,222,0.32,372.96,444,84.00%,1271.32,66.6,185,251.6,310.8,170.2,81.4,7.4,192.4,,Rodney Stuckey
GSW,PG,PG/SG,PG,Stephen,Curry,67,34,6.32,13.3,47.50%,2.24,5.1,0.44,2.11,2.4,88.00%,17,0.5,2.9,3.4,6.2,3,2.07,1.6,0.25,2.8,12,0,2278,423.27,891.1,47.50%,150.35,341.7,0.44,141.5,160.8,88.00%,1138.4,33.5,194.3,227.8,415.4,201,107.2,16.75,187.6,BBB,Stephen Curry
GSW,SG/SF,SG,SG,Klay,Thompson,75,34,6.32,14.2,44.50%,2.32,5.6,0.415,2.02,2.3,88.00%,17,0.4,2.8,3.2,2.8,2.2,1.27,1,0.3,3,1,0,2550,473.92,1065,44.50%,174.3,420,0.415,151.8,172.5,88.00%,1273.95,30,210,240,210,165,75,22.5,225,R-START/ ROTO,Klay Thompson
GSW,PF/C,PF,PF,David,Lee,75,34,6.9,13.4,51.50%,0.05,0.2,0.25,3.12,4,78.00%,17,3.1,6.7,9.8,2.8,2.1,1.33,0.9,0.35,2.8,36,0,2550,517.58,1005,51.50%,3.75,15,0.25,234,300,78.00%,1272.9,232.5,502.5,735,210,157.5,67.5,26.25,210,ROTO,David Lee
ATL,PG/SG,PG/SG,SG,Lou,Williams,75,30,5.54,13.5,41.00%,1.55,4.3,0.36,4.18,5.1,82.00%,16.8,0.6,2.6,3.2,3.6,1.7,2.12,0.95,0.25,1.8,1,0,2250,415.12,1012.5,41.00%,116.1,322.5,0.36,313.65,382.5,82.00%,1260,45,195,240,270,127.5,71.25,18.75,135,CYC/ H2H,Lou Williams
MEM,PF/C,PF,PF,Zach,Randolph,75,33,6.762,13.8,49.00%,0.12,0.5,0.24,3.116,4.1,76.00%,16.8,3.7,6.5,10.2,2.1,1.8,1.167,0.85,0.25,2.2,45,0,2475,507.15,1035,49.00%,9,37.5,0.24,233.7,307.5,76.00%,1257,277.5,487.5,765,157.5,135,63.75,18.75,165,BBB/ ROTO,Zach Randolph
CHI,PF/C,PF,PF,Carlos,Boozer,74,30,7.24,14.2,51.00%,0,0,0,2.07,3,69.00%,16.6,1.9,6.9,8.8,2.2,2.2,1,1.05,0.3,2.5,30,0,2220,535.91,1050.8,51.00%,0,0,0,153.18,222,69.00%,1225,140.6,510.6,651.2,162.8,162.8,77.7,22.2,185,,Carlos Boozer
CHI,SF,SF,SF,Luol,Deng,72,37,6.19,14.4,43.00%,1.63,4.4,0.37,2.46,3.2,77.00%,16.5,1.4,5,6.4,3,1.9,1.58,1,0.7,1.8,15,0,2664,445.82,1036.8,43.00%,117.22,316.8,0.37,177.41,230.4,77.00%,1186.27,100.8,360,460.8,216,136.8,72,50.4,129.6,B-CARE,Luol Deng
DEN,PG,PG/SG,PG,Ty,Lawson,76,34,5.98,12.2,49.00%,1.48,3.8,0.39,2.99,3.6,83.00%,16.4,0.8,2.8,3.6,6.2,2.5,2.48,1.4,0.1,1.5,18,0,2584,454.33,927.2,49.00%,112.63,288.8,0.39,227.09,273.6,83.00%,1248.38,60.8,212.8,273.6,471.2,190,106.4,7.6,114,,Ty Lawson
LAL,PF/C,PF/C,PF,Pau,Gasol,75,36,6.656,12.8,52.00%,0.13,0.4,0.32,2.964,3.8,78.00%,16.4,2.7,6.7,9.4,4,2.2,1.818,0.6,1.3,2,40,1,2700,499.2,960,52.00%,9.6,30,0.32,222.3,285,78.00%,1230.3,202.5,502.5,705,300,165,45,97.5,150,,Pau Gasol
WAS,PG,PG,PG,John,Wall,64,36,5.83,13.4,43.50%,0.19,0.8,0.235,4.53,5.7,79.50%,16.4,0.7,3.7,4.4,8.4,3.8,2.21,1.6,0.9,2,22,1,2304,373.06,857.6,43.50%,12.032,51.2,0.235,290.02,364.8,79.50%,1048.16,44.8,236.8,281.6,537.6,243.2,102.4,57.6,128,SUPER/ H2H,John Wall
DEN,SF,SF/PF,SF,Danilo,Gallinari,70,33,4.98,11.8,42.20%,1.9,5.2,0.366,4.39,5.1,86.00%,16.2,0.6,4.2,4.8,2.4,1.6,1.5,1.1,0.6,2,4,0,2310,348.57,826,42.20%,133.22,364,0.366,307.02,357,86.00%,1137.39,42,294,336,168,112,77,42,140,,Danilo Gallinari
ORL,SG,SG,SG,Arron,Afflalo,73,34,5.46,12.3,44.40%,1.6,4.2,0.38,3.73,4.6,81.00%,16.2,0.7,2.9,3.6,3.2,2,1.6,0.7,0.4,2.4,1,0,2482,398.67,897.9,45.00%,116.51,306.6,0.38,272,335.8,81.00%,1185.84,51.1,211.7,262.8,233.6,146,51.1,29.2,175.2,CYC/ ROTO,Arron Afflalo
UTA,PF,PF,PF,Paul,Millsap,76,32,6.37,13,49.00%,0.15,0.6,0.25,3.32,4.2,79.00%,16.2,2.7,5.7,8.4,2.6,1.8,1.44,1.8,0.8,3.5,24,0,2432,484.12,988,49.00%,11.4,45.6,0.25,252.17,319.2,79.00%,1231.81,205.2,433.2,638.4,197.6,136.8,136.8,60.8,266,,Paul Millsap
PHO,PG,PG,PG,Goran,Dragic,74,35,5.63,12.3,45.80%,1.62,4.4,0.368,3.27,4.1,79.80%,16.2,1.1,2.2,3.3,7.5,3.3,2.27,1.55,0.15,3.3,20,0,2590,416.87,910.2,45.80%,119.82,325.6,0.368,242.11,303.4,79.80%,1195.68,81.4,162.8,244.2,555,244.2,114.7,11.1,244.2,CYC,Goran Dragic
POR,PG,PG,PG,Damian,Lillard,74,32,5.026,12.2,41.20%,1.8,4.8,0.375,4.14,4.9,84.50%,16,0.4,2.8,3.2,6.6,3.6,1.833,1.1,0.1,2.4,18,0,2368,371.95,902.8,40.50%,133.2,355.2,0.375,306.4,362.6,85.50%,1183.5,29.6,207.2,236.8,488.4,266.4,81.4,7.4,177.6,H2H,Damian Lillard
POR,SG/SF,SG/SF,SF,Nicolas,Batum,74,34,5.64,12.4,45.50%,2,5.2,0.385,2.67,3.2,83.50%,16,1.5,3.5,5,2,1.6,1.25,1.1,1,2.2,3,0,2516,417.51,917.6,45.50%,148.15,384.8,0.385,197.73,236.8,83.50%,1180.89,111,259,370,148,118.4,81.4,74,162.8,SUPER/ ROTO,Nicolas Batum
PHO,SF/PF,SF/PF,SF,Michael,Beasley,74,31,6.05,13.6,44.50%,1.18,3.2,0.37,2.55,3.4,75.00%,15.8,1.3,4.3,5.6,1.8,2.4,0.75,0.75,0.5,2.7,8,0,2294,447.85,1006.4,44.80%,87.616,236.8,0.37,188.7,251.6,75.00%,1172.01,96.2,318.2,414.4,133.2,177.6,55.5,37,199.8,BBB,Michael Beasley
SAC,SG/SF,SG/SF,SF,Tyreke,Evans,75,33,6.58,14,47.00%,0.24,1.2,0.2,2.39,3.1,77.00%,15.8,0.9,3.3,4.2,3.8,2.4,1.58,1.35,0.55,2.2,6,0,2475,493.5,1050,47.00%,18,90,0.2,179.02,232.5,77.00%,1184.02,67.5,247.5,315,285,180,101.25,41.25,165,,Tyreke Evans
MIN,C,C,C,Nikola,Pekovic,76,31,6.1,11,55.50%,0,0,0,3.58,4.8,74.50%,15.8,3.9,4.5,8.4,0.8,1.8,0.44,0.6,0.9,2.2,26,0,2356,463.98,836,56.20%,0,0,0,271.78,364.8,75.00%,1199.74,296.4,342,638.4,60.8,136.8,45.6,68.4,167.2,CYC/ ROTO,Nikola Pekovic
DEN,SG/SF,SG/SF,SF,Andre,Iguodala,77,34,5.71,12.2,46.80%,1.22,3.4,0.36,2.96,4.3,68.80%,15.6,0.9,4.7,5.6,4.8,1.8,2.67,1.75,0.65,1.7,14,2,2618,439.64,939.4,46.80%,94.248,261.8,0.36,227.8,331.1,68.80%,1201.32,69.3,361.9,431.2,369.6,138.6,134.75,50.05,130.9,,Andre Iguodala
ATL,PF/C,PF/C,C,Al,Horford,73,35,6.65,12.2,54.50%,0.02,0.1,0.25,2.26,2.9,78.00%,15.6,2.6,7,9.6,3,1.6,1.88,0.8,1.15,2.6,34,0,2555,485.38,890.6,54.50%,1.825,7.3,0.25,165.13,211.7,78.00%,1137.7,189.8,511,700.8,219,116.8,58.4,83.95,189.8,BBB,Al Horford
PHO,PF/C,PF,PF,Luis,Scola,75,33,6.57,13.4,49.00%,0.02,0.1,0.2,2.43,3.2,76.00%,15.6,1.9,5.1,7,2.4,2.2,1.09,0.6,0.4,2.9,14,0,2475,492.45,1005,49.00%,1.5,7.5,0.2,182.4,240,76.00%,1168.8,142.5,382.5,525,180,165,45,30,217.5,ROTO,Luis Scola
PHO,C,C,C,Marcin,Gortat,76,34,6.42,12,53.50%,0,0,0,2.72,4,68.00%,15.6,2.9,7.3,10.2,1.2,1.6,0.75,0.6,1.5,2.3,36,0,2584,487.92,912,53.50%,0,0,0,206.72,304,68.00%,1182.56,220.4,554.8,775.2,91.2,121.6,45.6,114,174.8,B-CARE,Marcin Gortat
