TEAM,Y!,ESPN,CBS,FIRST_NAME,LAST_NAME,GP,MPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,PPG,OREB,DREB,TREB,AST,TO,AST/TO,STL,BLK,PF,DD,TD,TOTMIN,TOTFGM,TOTFGA,FG%,TOT3PM,TOT3PA,3P%,TOTFTM,TOTFTA,FT%,TOTPTS,TOTOR,TOTDR,TOTREB,TOTAST,TOTTO,TOTSTL,TOTBLK,TOTPF,Comments,Name
NYK,SG/SF,SG,SF,James,White,66,10,1.56,3.4,46.00%,0.27,0.8,0.34,0.78,1,78.00%,4.2,0.2,1.2,1.4,0.4,0.7,0.57,0.3,0.15,0.7,0,0,660,103.22,224.4,46.00%,17.952,52.8,0.34,51.48,66,78.00%,275.88,13.2,79.2,92.4,26.4,46.2,19.8,9.9,46.2,,James White
OKC,PG,PG,PG,Eric,Maynor,72,14.5,1.6,4,40.00%,0.52,1.4,0.37,0.44,0.6,73.00%,4.2,0.3,1.1,1.4,2.8,1.1,2.55,0.5,0.05,1.5,0,0,1044,115.2,288,40.00%,37.296,100.8,0.37,31.536,43.2,73.00%,299.23,21.6,79.2,100.8,201.6,79.2,36,3.6,108,,Eric Maynor
OKC,PF/C,PF/C,PF,Nick,Collison,75,20,1.72,3,57.50%,0,0,0,0.58,0.8,72.50%,4,1.7,2.5,4.2,1.1,1,1.1,0.5,0.35,2.4,0,0,1500,129.38,225,57.50%,0,0,0,43.5,60,72.50%,302.25,127.5,187.5,315,82.5,75,37.5,26.25,180,AVOID,Nick Collison
DAL,PF/C,C,C,Bernard,James,66,10,1.59,3,53.00%,0,0,0,0.81,1.4,58.00%,4,1.6,2.2,3.8,0.1,0.3,0.33,0.3,1.2,2,0,0,660,104.94,198,52.00%,0,0,0.38,53.592,92.4,68.00%,263.47,105.6,145.2,250.8,6.6,19.8,19.8,79.2,132,,Bernard James
OKC,SF/PF,SF,SF,Perry,Jones,70,12,1.504,3.2,47.00%,0.13,0.4,0.32,0.84,1.2,70.00%,4,0.9,1.5,2.4,0.8,1.2,0.666666667,0.35,0.25,1.4,0,0,840,105.28,224,47.00%,8.96,28,0.32,58.8,84,70.00%,278.32,63,105,168,56,84,24.5,17.5,98,,Perry Jones
MEM,SG,SG,SG,Wayne,Ellington,60,12,1.56,3.8,41.00%,0.44,1.2,0.37,0.41,0.5,82.00%,4,0.2,1,1.2,0.4,0.5,0.8,0.3,0.05,0.8,0,0,720,93.48,228,41.00%,26.64,72,0.37,24.6,30,82.00%,238.2,12,60,72,24,30,18,3,48,,Wayne Ellington
PHO,C,C,C,Jermaine,O'Neal,70,16,1.61,3.5,46.00%,0,0,0,0.75,1.1,68.00%,4,0.9,2.7,3.6,0.4,0.7,0.57,0.25,1.05,2.2,1,0,1120,112.7,245,46.00%,0,0,0,52.36,77,68.00%,277.76,63,189,252,28,49,17.5,73.5,154,,Jermaine O'Neal
ATL,SG/SF,SG/SF,SF,DeShawn,Stevenson,72,18,1.32,4,33.00%,0.99,3,0.33,0.33,0.5,66.00%,4,0.3,1.7,2,0.8,0.5,1.6,0.35,0.05,1.1,0,0,1296,95.04,288,33.00%,71.28,216,0.33,23.76,36,66.00%,285.12,21.6,122.4,144,57.6,36,25.2,3.6,79.2,AVOID,DeShawn Stevenson
POR,SF/PF,SF,SF,Victor,Claver,60,10,1.43,3.4,42.00%,0.43,1.2,0.36,0.54,0.8,67.00%,3.8,0.4,1.1,1.5,0.5,0.8,0.62,0.5,0.15,1,0,0,600,85.68,204,42.00%,25.92,72,0.36,32.16,48,67.00%,229.44,24,66,90,30,48,30,9,60,,Victor Claver
DET,PF,PF/C,C,Jason,Maxiell,72,14,1.6,3.2,50.00%,0,0,0,0.6,1.1,55.00%,3.8,1.3,1.7,3,0.4,0.7,0.57,0.3,0.4,1.6,1,0,1008,115.2,230.4,50.00%,0,0,0,43.56,79.2,55.00%,273.96,93.6,122.4,216,28.8,50.4,21.6,28.8,115.2,AVOID,Jason Maxiell
MEM,PG,PG,PG,Tony,Wroten,40,10,1.39,3.4,41.00%,0.1,0.4,0.24,0.92,1.5,61.00%,3.8,0.5,0.7,1.2,0.9,1.1,0.82,0.55,0.1,1.2,0,0,400,55.76,136,41.00%,3.84,16,0.24,36.6,60,61.00%,151.96,20,28,48,36,44,22,4,48,,Tony Wroten
DAL,PG/SG,PG/SG,SG,Dominique,Jones,60,10,1.26,3,42.00%,0.06,0.3,0.2,1.2,1.5,80.00%,3.8,0.3,1.3,1.6,1.4,1,1.4,0.45,0.15,0.8,0,0,600,75.6,180,42.00%,3.6,18,0.2,72,90,80.00%,226.8,18,78,96,84,60,27,9,48,D-SLEEP,Dominique Jones
WAS,PG,PG,PG,Shelvin,Mack,70,12,1.36,3.4,40.00%,0.26,0.8,0.32,0.79,1.1,72.00%,3.8,0.2,1.2,1.4,2,0.8,2.5,0.45,0.05,1,0,0,840,95.2,238,40.00%,17.92,56,0.32,55.44,77,72.00%,263.76,14,84,98,140,56,31.5,3.5,70,,Shelvin Mack
MEM,SG/SF,SF,SF,Quincy,Pondexter,74,13,1.45,3.3,44.00%,0.32,1,0.32,0.4,0.6,66.00%,3.6,0.6,1,1.6,0.3,0.4,0.75,0.3,0.1,1.2,0,0,962,107.45,244.2,44.00%,23.68,74,0.32,29.304,44.4,66.00%,267.88,44.4,74,118.4,22.2,29.6,22.2,7.4,88.8,,Quincy Pondexter
MIA,SG/SF,SG/SF,SG,Mike,Miller,60,12,1.32,3,44.00%,0.84,2,0.42,0.14,0.2,70.00%,3.6,0.4,1.6,2,0.6,0.4,1.5,0.25,0.05,1,0,0,720,79.2,180,44.00%,50.4,120,0.42,8.4,12,70.00%,217.2,24,96,120,36,24,15,3,60,AVOID,Mike Miller
IND,SF,SG,SG,Orlando,Johnson,50,8,1.26,3,42.00%,0.44,1.2,0.37,0.64,0.8,80.00%,3.6,0.3,0.9,1.2,0.4,0.7,0.57,0.25,0.1,0.8,0,0,400,63,150,42.00%,22.2,60,0.37,32,40,80.00%,180.2,15,45,60,20,35,12.5,5,40,,Orlando Johnson
ATL,SG,SG,SG,John,Jenkins,50,8,1.12,2.6,43.00%,0.68,1.8,0.38,0.67,0.8,84.00%,3.6,0.1,0.5,0.6,0.4,0.4,1,0.2,0.05,1,0,0,400,55.9,130,43.00%,34.2,90,0.38,33.6,40,84.00%,179.6,5,25,30,20,20,10,2.5,50,,John Jenkins
PHO,PG,PG,PG,Sebastian,Telfair,50,10,1.32,3.3,40.00%,0.41,1.2,0.34,0.53,0.7,76.00%,3.6,0.2,0.6,0.8,1.6,0.8,2,0.35,0.05,1.1,0,0,500,66,165,40.00%,20.4,60,0.34,26.6,35,76.00%,179,10,30,40,80,40,17.5,2.5,55,,Sebastian Telfair
LAL,PG,PG,PG,Steve,Blake,72,16,1.26,3.4,37.00%,0.81,2.2,0.37,0.23,0.3,78.00%,3.6,0.1,0.9,1,1.6,0.9,1.78,0.4,0,0.8,0,0,1152,90.576,244.8,37.00%,58.608,158.4,0.37,16.848,21.6,78.00%,256.61,7.2,64.8,72,115.2,64.8,28.8,0,57.6,AVOID,Steve Blake
BOS,PG/SG,SG,PG,Dionte,Christmas,20,8,1.18,2.8,42.00%,0.43,1.2,0.36,0.78,1,78.00%,3.6,0.2,0.8,1,0.8,0.5,1.6,0.35,0.05,1,0,0,160,23.52,56,42.00%,8.64,24,0.36,15.6,20,78.00%,71.28,4,16,20,16,10,7,1,20,D-SLEEP,Dionte Christmas
POR,PG/SG,PG,PG,Ronnie,Price,60,12,1.29,3.4,38.00%,0.38,1.2,0.32,0.59,0.8,74.00%,3.6,0.4,1,1.4,1.8,1.1,1.64,0.65,0.05,2,0,0,720,77.52,204,38.00%,23.04,72,0.32,35.52,48,74.00%,213.6,24,60,84,108,66,39,3,120,,Ronnie Price
CHI,PG,PG,PG,Marquis,Teague,62,10,1.17,3,39.00%,0.23,0.7,0.33,0.98,1.3,75.00%,3.5,0.2,0.8,1,2,1.3,1.54,0.45,0.05,1,0,0,620,72.54,186,39.00%,14.322,43.4,0.33,60.45,80.6,75.00%,219.85,12.4,49.6,62,124,80.6,27.9,3.1,62,D-SLEEP/ B-CARE,Marquis Teague
SAS,PG/SG,SG,PG,Nando,De Colo,70,8,1.26,3,42.00%,0.5,1.4,0.36,0.52,0.6,86.00%,3.5,0.1,0.5,0.6,1,0.7,1.43,0.4,0,2,0,0,560,88.2,210,0.00%,35.28,98,0,36.12,42,0.00%,247.8,7,35,42,70,49,28,0,140,,Nando De Colo
MIN,PF,PF,PF,Dante,Cunningham,70,12,1.5,3,50.00%,0.04,0.2,0.2,0.48,0.7,68.00%,3.5,0.8,2.2,3,0.3,0.3,1,0.4,0.3,1.3,0,0,840,105,210,50.00%,2.8,14,0.2,33.32,49,68.00%,246.12,56,154,210,21,21,28,21,91,,Dante Cunningham
BOS,PF/C,PF,C,Chris,Wilcox,66,10,1.43,2.6,55.00%,0,0,0,0.64,1,64.00%,3.5,1,2.5,3.5,0.2,0.6,0.333333333,0.2,0.25,1.8,0,0,660,94.38,171.6,55.00%,0,0,0,42.24,66,64.00%,231,66,165,231,13.2,39.6,13.2,16.5,118.8,,Chris Wilcox
BRK,SF/PF,PF,SF,Tornike,Shengelia,40,8,1.35,3,45.00%,0.16,0.6,0.27,0.63,0.9,70.00%,3.5,0.4,1.4,1.8,0.3,0.8,0.38,0.3,0.2,1.6,0,0,320,54,120,45.00%,6.48,24,0.27,25.2,36,70.00%,139.68,16,56,72,12,32,12,8,64,,Tornike Shengelia
BOS,C,C,C,Darko,Milicic,70,12,1.52,3.3,46.00%,0,0,0,0.45,0.8,56.00%,3.5,0.9,1.6,2.5,0.5,0.8,0.62,0.2,0.7,2,0,0,840,106.26,231,46.00%,0,0,0,31.36,56,56.00%,243.88,63,112,175,35,56,14,49,140,AVOID,Darko Milicic
HOU,PG/SG,PG/SG,SG,Shaun,Livingston,70,12,1.41,3,47.00%,0.02,0.1,0.24,0.62,0.8,78.00%,3.5,0.3,0.9,1.2,1.6,0.8,2,0.35,0.2,1,0,0,840,98.7,210,47.00%,1.68,7,0.24,43.68,56,78.00%,242.76,21,63,84,112,56,24.5,14,70,,Shaun Livingston
LAL,C,C,C,Robert,Sacre,66,10,1.2,2.4,50.00%,0,0,0,1.036,1.4,74.00%,3.4,0.7,1.5,2.2,0.2,0.6,0.333333333,0.15,0.45,1.3,0,0,660,79.2,158.4,46.50%,0,0,0.38,68.376,92.4,79.00%,226.78,46.2,99,145.2,13.2,39.6,9.9,29.7,85.8,,Robert Sacre
DAL,SG/SF,SG/SF,SG,Dahntay,Jones,66,12,1.148,2.8,41.00%,0.36,1,0.36,0.76,1,76.00%,3.4,0.3,1.1,1.4,0.7,0.5,1.4,0.25,0.15,1.4,0,0,792,75.768,184.8,41.00%,23.76,66,0.36,50.16,66,76.00%,225.46,19.8,72.6,92.4,46.2,33,16.5,9.9,92.4,,Dahntay Jones
GSW,SF,SF,PF,Draymond,Green,50,8,1.2,2.6,46.00%,0.25,0.7,0.36,0.74,1,74.00%,3.4,0.4,1.6,2,0.8,0.6,1.33,0.35,0.2,1.2,0,0,400,59.8,130,46.00%,12.6,35,0.36,37,50,74.00%,169.2,20,80,100,40,30,17.5,10,60,,Draymond Green
PHI,C,C,C,Kwame,Brown,50,12,1.28,2.5,51.00%,0,0,0,0.82,1.7,48.00%,3.4,1,2.2,3.2,0.3,0.7,0.43,0.35,0.15,1.5,0,0,600,63.75,125,51.00%,0,0,0,40.8,85,48.00%,168.3,50,110,160,15,35,17.5,7.5,75,,Kwame Brown
IND,SG,SG,SG,Lance,Stephenson,72,12,1.37,3.6,38.00%,0.12,0.6,0.2,0.5,0.8,62.00%,3.4,0.3,1.5,1.8,1.6,1.3,1.23,0.55,0.1,1,0,0,864,98.496,259.2,38.00%,8.64,43.2,0.2,35.712,57.6,62.00%,241.34,21.6,108,129.6,115.2,93.6,39.6,7.2,72,,Lance Stephenson
UTA,PG,PG,PG,Jamaal,Tinsley,62,12,1.32,3.3,40.00%,0.25,0.9,0.28,0.46,0.6,76.00%,3.3,0.2,1,1.2,2.6,1.2,2.17,0.4,0.1,1.1,0,0,744,81.84,204.6,38.00%,15.624,55.8,0.3,28.272,37.2,74.00%,207.58,12.4,62,74.4,161.2,74.4,24.8,6.2,68.2,,Jamaal Tinsley
CHI,SF/PF,SF,SF,Vlad,Radmanovic,62,10,1.14,3,38.00%,0.74,2,0.37,0.228,0.3,76.00%,3.2,0.5,1.5,2,0.6,0.4,1.5,0.3,0.15,1.3,0,0,620,70.68,186,38.00%,45.88,124,0.37,14.136,18.6,76.00%,201.38,31,93,124,37.2,24.8,18.6,9.3,80.6,,Vlad Radmanovic
NYK,C,C,C,Marcus,Camby,68,15,1.36,3.1,44.00%,0,0,0,0.48,0.8,60.00%,3.2,1.8,4.4,6.2,1,0.7,1.43,0.5,1,1.8,1,0,1020,92.752,210.8,44.00%,0,0,0,32.64,54.4,60.00%,218.14,122.4,299.2,421.6,68,47.6,34,68,122.4,AVOID,Marcus Camby
ATL,PF/C,PF/C,PF,Anthony,Tolliver,70,12,1.07,2.6,41.00%,0.46,1.3,0.35,0.62,0.8,77.00%,3.2,0.7,1.3,2,0.5,0.4,1.25,0.25,0.25,1,0,0,840,74.62,182,41.00%,31.85,91,0.35,43.12,56,77.00%,224.21,49,91,140,35,28,17.5,17.5,70,,Anthony Tolliver
MIL,PF/C,PF/C,PF,Ekpe,Udoh,70,12,1.22,2.7,45.00%,0,0,0,0.77,1.1,70.00%,3.2,1,1.5,2.5,0.5,0.5,1,0.35,1,1.7,0,0,840,85.05,189,45.00%,0,0,0,53.9,77,70.00%,224,70,105,175,35,35,24.5,70,119,,Epke Udoh
MIA,C,C,C,Dexter,Pittman,50,10,1.34,2.8,48.00%,0,0,0,0.51,0.8,64.00%,3.2,0.9,1.5,2.4,0.3,0.5,0.6,0.2,0.3,2.2,0,0,500,67.2,140,48.00%,0,0,0,25.6,40,64.00%,160,45,75,120,15,25,10,15,110,,Dexter Pittman
CHI,C,C,C,Nazr,Mohammed,70,12,1.44,3,48.00%,0,0,0,0.3,0.5,60.00%,3.2,1.1,1.9,3,0.2,0.5,0.4,0.3,0.5,1.8,0,0,840,100.8,210,48.00%,0,0,0,21,35,60.00%,222.6,77,133,210,14,35,21,35,126,,Nazr Mohammed
MIN,C,C,C,Greg,Stiemsma,72,15,1.3,2.4,54.00%,0,0,0,0.56,0.8,70.00%,3.2,1,2.4,3.4,0.3,0.6,0.5,0.5,1.6,2.8,0,0,1080,93.312,172.8,54.00%,0,0,0,40.32,57.6,70.00%,226.94,72,172.8,244.8,21.6,43.2,36,115.2,201.6,,Greg Stiemsma
BOS,SF/PF,SF,SF,Kris,Joseph,20,8,1.01,2.4,42.00%,0.27,0.8,0.34,0.76,1,76.00%,3,0.2,0.8,1,0.4,0.6,0.67,0.35,0.1,1.5,0,0,160,20.16,48,42.00%,5.44,16,0.34,15.2,20,76.00%,60.96,4,16,20,8,12,7,2,30,,Kris Joseph
SAC,SG/SF,SG/SF,SG,John,Salmons,50,10,1.2,3,40.00%,0.32,0.9,0.36,0.3,0.4,76.00%,3,0.1,0.9,1,0.7,0.4,1.75,0.3,0.05,0.6,0,0,500,60,150,40.00%,16.2,45,0.36,15.2,20,76.00%,151.4,5,45,50,35,20,15,2.5,30,AVOID,John Salmons
LAC,C,C,C,Ryan,Hollins,50,10,1.14,1.9,60.00%,0,0,0,0.72,1.2,60.00%,3,0.6,1,1.6,0.2,0.6,0.33,0.1,0.3,1.5,0,0,500,57,95,60.00%,0,0,0,36,60,60.00%,150,30,50,80,10,30,5,15,75,,Ryan Hollins
ORL,C,PF,PF,Kyle,O'Quinn,60,8,1.14,2.2,52.00%,0,0,0,0.56,0.8,70.00%,2.8,0.7,1.5,2.2,0.2,0.5,0.4,0.15,0.45,1.2,0,0,480,68.64,132,52.00%,0,0,0,33.6,48,70.00%,170.88,42,90,132,12,30,9,27,72,,Kyle O'Quinn
BRK,SG,SG,SF,Keith,Bogans,66,12,1.01,2.6,39.00%,0.56,1.6,0.35,0.22,0.3,75.00%,2.8,0.2,0.8,1,0.6,0.4,1.5,0.3,0.05,2,0,0,792,66.924,171.6,39.00%,36.96,105.6,0.35,14.85,19.8,75.00%,185.66,13.2,52.8,66,39.6,26.4,19.8,3.3,132,,Keith Bogans
MIA,PF/C,C,C,Joel,Anthony,72,18,1.08,2,54.00%,0,0,0,0.59,0.9,66.00%,2.8,1.4,2,3.4,0.2,0.5,0.4,0.35,1.15,2,0,0,1296,77.76,144,54.00%,0,0,0,42.768,64.8,66.00%,198.29,100.8,144,244.8,14.4,36,25.2,82.8,144,AVOID,Joel Anthony
UTA,SF/PF,SF,PF,Jeremy,Evans,66,8,1.15,1.8,64.00%,0,0,0,0.45,0.7,64.00%,2.8,0.9,1.1,2,0.4,0.2,2,0.25,0.85,1,0,0,528,76.032,118.8,64.00%,0,0,0,29.568,46.2,64.00%,181.63,59.4,72.6,132,26.4,13.2,16.5,56.1,66,,Jeremy Evans
LAC,PF/C,PF/C,C,Ronny,Turiaf,60,14,0.97,1.8,54.00%,0,0,0,0.74,1.2,62.00%,2.7,1,2.4,3.4,0.4,0.6,0.67,0.45,0.85,2,0,0,840,58.32,108,54.00%,0,0,0,44.64,72,62.00%,161.28,60,144,204,24,36,27,51,120,,Ronny Turiaf
TOR,PF,SF,PF,Quincy,Acy,50,8,0.97,1.8,54.00%,0,0,0,0.7,1,70.00%,2.6,0.6,1.2,1.8,0.2,0.4,0.5,0.2,0.35,1,0,0,400,48.6,90,54.00%,0,0,0,35,50,70.00%,132.2,30,60,90,10,20,10,17.5,50,,Quincy Acy
TOR,C,C,C,Aaron,Gray,72,12,1.144,2.2,52.00%,0,0,0,0.336,0.6,56.00%,2.6,1,2.2,3.2,0.3,0.5,0.6,0.25,0.35,2,0,0,864,82.368,158.4,51.00%,0,0,0,24.192,43.2,56.00%,188.93,72,158.4,230.4,21.6,36,18,25.2,144,,Aaron Gray
DET,C,C,C,Slava,Kravtsov,40,10,0.99,1.8,55.00%,0,0,0,0.6,1,60.00%,2.6,0.6,1.2,1.8,0.2,0.8,0.25,0.2,0.75,1.2,0,0,400,39.6,72,55.00%,0,0,0,24,40,60.00%,103.2,24,48,72,8,32,8,30,48,,Slava Kravtsov
POR,PF/C,SF/PF,PF,Jared,Jeffries,70,14,0.96,2.4,40.00%,0,0.2,0.24,0.6,1,60.00%,2.5,1,1.5,2.5,0.6,0.4,1.5,0.6,0.4,1.8,0,0,980,67.2,168,40.00%,0,14,0.24,42,70,60.00%,176.4,70,105,175,42,28,42,28,126,AVOID,Jared Jeffries
ORL,SG/SF,SG/SF,SF,Quentin,Richardson,60,10,0.86,2.4,36.00%,0.56,1.6,0.35,0.22,0.3,74.00%,2.5,0.2,1.2,1.4,0.4,0.3,1.33,0.3,0.05,1,0,0,600,51.84,144,36.00%,33.6,96,0.35,13.32,18,74.00%,150.6,12,72,84,24,18,18,3,60,,Quentin Richardson
ORL,PG,PG,PG,Ish,Smith,40,10,0.99,2.6,38.00%,0.05,0.2,0.24,0.44,0.6,74.00%,2.5,0.3,1.1,1.4,1.4,0.7,2,0.5,0,0.8,0,0,400,39.52,104,38.00%,1.92,8,0.24,17.76,24,74.00%,98.72,12,44,56,56,28,20,0,32,,Ish Smith
BRK,PG,PG,PG,Tyshawn,Taylor,40,8,0.88,2,44.00%,0.18,0.5,0.37,0.5,0.7,72.00%,2.4,0.1,0.5,0.6,1.2,0.7,1.71,0.3,0.05,0.7,0,0,320,35.2,80,44.00%,7.4,20,0.37,20.16,28,72.00%,97.96,4,20,24,48,28,12,2,28,,Tyshawn Taylor
OKC,C,C,C,Hasheem,Thabeet,62,10,0.84,1.5,56.00%,0,0,0,0.72,1.2,60.00%,2.4,1.1,1.7,2.8,0.1,0.5,0.2,0.1,0.9,1.8,0,0,620,52.08,93,56.00%,0,0,0,44.64,74.4,60.00%,148.8,68.2,105.4,173.6,6.2,31,6.2,55.8,111.6,,Hasheem Thabeet
LAL,PG,PG,PG,Chris,Duhon,60,8,0.99,2.2,45.00%,0,0,0,0.42,0.6,70.00%,2.4,0.5,1.3,1.8,0.2,0.3,0.67,0.3,0.1,1,0,0,480,59.4,132,45.00%,0,0,0,25.2,36,70.00%,144,30,78,108,12,18,18,6,60,AVOID,Chris Duhon
DEN,SG,SG,SG,Evan,Fournier,30,6,0.88,2.2,40.00%,0.33,1,0.33,0.3,0.4,76.00%,2.4,0.1,0.4,0.5,0.3,0.5,0.6,0.25,0.05,1.2,0,0,180,26.4,66,40.00%,9.9,30,0.33,9.12,12,76.00%,71.82,3,12,15,9,15,7.5,1.5,36,,Evan Fournier
PHO,PG,PG,PG,Kendall,Marshall,66,10,0.78,2,39.00%,0.16,0.5,0.33,0.5,0.7,71.00%,2.2,0.1,0.7,0.8,2.8,1.3,2.15,0.35,0.05,0.8,0,0,660,51.48,132,39.00%,10.89,33,0.33,32.802,46.2,71.00%,146.65,6.6,46.2,52.8,184.8,85.8,23.1,3.3,52.8,AVOID,Kendall Marshall
ATL,C,C,C,Johan,Petro,30,8,0.97,2.2,44.00%,0,0,0,0.27,0.4,68.00%,2.2,0.5,1.3,1.8,0.3,0.4,0.75,0.15,0.25,1.5,0,0,240,29.04,66,44.00%,0,0,0,8.16,12,68.00%,66.24,15,39,54,9,12,4.5,7.5,45,,Johan Petro
UTA,PG,PG,PG,Earl,Watson,66,12,0.8,2.3,35.00%,0.12,0.6,0.2,0.46,0.7,65.00%,2.2,0.2,1.2,1.4,2.4,1,2.4,0.55,0.15,1.8,0,0,792,53.13,151.8,35.00%,7.92,39.6,0.2,30.03,46.2,65.00%,144.21,13.2,79.2,92.4,158.4,66,36.3,9.9,118.8,,Earl Watson
IND,PF,PF,PF,Miles,Plumlee,50,8,0.88,1.6,55.00%,0,0,0,0.4,0.6,66.00%,2.2,0.8,1.2,2,0.1,0.5,0.2,0.2,0.3,2,0,0,400,44,80,55.00%,0,0,0,19.8,30,66.00%,107.8,40,60,100,5,25,10,15,100,,Miles Plumlee
SAC,PF/C,PF/C,C,Chuck,Hayes,66,12,0.92,2,46.00%,0,0,0,0.31,0.5,62.00%,2.2,0.9,1.7,2.6,0.8,0.5,1.6,0.4,0.2,1.3,0,0,792,60.72,132,46.00%,0,0,0,20.46,33,62.00%,141.9,59.4,112.2,171.6,52.8,33,26.4,13.2,85.8,,Chuck Hayes
NYK,PG/SG,SG,PG,Pablo,Prigioni,72,8,0.624,1.6,39.00%,0.36,1,0.36,0.42,0.5,84.00%,2,0.1,0.5,0.6,1.6,0.6,2.667,0.4,0,0.8,0,0,576,44.928,115.2,39.00%,25.92,72,0.36,30.24,36,84.00%,146.02,7.2,36,43.2,115.2,43.2,28.8,0,57.6,,Pablo Prigioni
BRK,PF,PF,PF,Reggie,Evans,72,12,0.7,1.5,46.60%,0,0,0,0.62,1.2,52.00%,2,1.5,2.5,4,0.2,0.6,0.33,0.45,0.1,2.3,0,0,864,50.328,108,46.60%,0,0,0,44.928,86.4,52.00%,145.58,108,180,288,14.4,43.2,32.4,7.2,165.6,AVOID,Reggie Evans
MEM,C,C,C,Hamed,Haddadi,40,6,0.74,1.4,53.00%,0,0,0,0.54,0.8,67.00%,2,0.8,1.4,2.2,0.2,0.5,0.4,0.05,0.55,1.2,0,0,240,29.68,56,53.00%,0,0,0,21.44,32,67.00%,80.8,32,56,88,8,20,2,22,48,,Hamed Haddadi
NYK,PF/C,PF/C,C,Kurt,Thomas,60,8,0.74,1.6,46.00%,0,0,0,0.14,0.2,68.00%,1.6,0.4,1.4,1.8,0.3,0.3,1,0.25,0.25,1.6,0,0,480,44.16,96,52.00%,0,0,0.2,8.16,12,56.00%,96.48,24,84,108,18,18,15,15,96,,Kurt Thomas
GSW,C,C,C,Andris,Biedrins,50,8,0.66,1.2,55.00%,0,0,0,0.07,0.2,35.00%,1.4,0.6,1.4,2,0.2,0.3,0.67,0.2,0.4,1.2,0,0,400,33,60,55.00%,0,0,0,3.5,10,35.00%,69.5,30,70,100,10,15,10,20,60,AVOID,Andris Biedrins
BOS,C,C,C,Jason,Collins,30,10,0.57,1.4,41.00%,0,0,0.00%,0.24,0.4,60.00%,1.4,0.4,1.1,1.5,0.2,0.2,1,0.1,0.2,1,0,0,300,17.2,42,0.41,0,0,0,7.2,12,0.6,41.6,12,33,45,6,6,3,6,30,,Jason Collins
MIL,C,C,C,Joel,Przybilla,50,10,0.45,1,45.00%,0,0,0.00%,0.13,0.2,65.00%,1,0.5,1.5,2,0.1,0.4,0.25,0.05,0.25,1.2,0,0,500,22.5,50,0.45,0,0,0,6.5,10,0.65,51.5,25,75,100,5,20,2.5,12.5,60,,Joel Przybilla